status	type	_groupID	kept	discarded	count_kept	count_discarded
OK	1-to-1	g01660	Sotub06g005080.1.1	PGSC0003DMG400002153	1	1
OK	singleton	g01661	PGSC0003DMG400002154	-	1	0
OK	1-to-1	g01662	Sotub06g005110.1.1	PGSC0003DMG400002155	1	1
OK	1-to-1	g01663	Sotub06g005200.1.1	PGSC0003DMG400002156	1	1
OK	singleton	g01664	PGSC0003DMG400002159	-	1	0
OK	1-to-1	g01665	Sotub09g012710.1.1	PGSC0003DMG400002161	1	1
OK	1-to-1	g01666	Sotub09g012840.1.1	PGSC0003DMG400002163	1	1
OK	1-to-1	g01667	Sotub09g012870.1.1	PGSC0003DMG400002165	1	1
OK	1-to-1	g01668	Sotub09g012880.1.1	PGSC0003DMG400002166	1	1
OK	1-to-1	g01669	Sotub09g012890.1.1	PGSC0003DMG400002167	1	1
OK	1-to-1	g01670	Sotub09g012900.1.1	PGSC0003DMG400002168	1	1
OK	1-to-1	g01671	Sotub09g012910.1.1	PGSC0003DMG400002169	1	1
OK	1-to-1	g01672	Sotub09g012920.1.1	PGSC0003DMG400002170	1	1
OK	1-to-1	g01673	Sotub09g012930.1.1	PGSC0003DMG400002171	1	1
OK	1-to-1	g01674	Sotub09g012950.1.1	PGSC0003DMG400002172	1	1
OK	1-to-1	g01675	Sotub09g012720.1.1	PGSC0003DMG400002173	1	1
OK	1-to-1	g01676	Sotub09g012730.1.1	PGSC0003DMG400002174	1	1
OK	1-to-1	g01677	Sotub09g012740.1.1	PGSC0003DMG400002175	1	1
OK	1-to-1	g01678	Sotub09g012750.1.1	PGSC0003DMG400002176	1	1
OK	1-to-1	g01679	Sotub09g012820.1.1	PGSC0003DMG400002179	1	1
OK	1-to-1	g01680	Sotub09g012830.1.1	PGSC0003DMG400002180	1	1
OK	1-to-1	g01681	PGSC0003DMG400002181	Sotub09g012940.1.1	1	1
OK	1-to-1	g01682	Sotub11g017440.1.1	PGSC0003DMG400002182	1	1
OK	1-to-1	g01683	Sotub11g017480.1.1	PGSC0003DMG400002183	1	1
OK	1-to-1	g01684	Sotub11g017520.1.1	PGSC0003DMG400002184	1	1
OK	1-to-1	g01685	Sotub11g017540.1.1	PGSC0003DMG400002185	1	1
OK	1-to-1	g01686	Sotub11g017420.1.1	PGSC0003DMG400002186	1	1
OK	singleton	g01687	PGSC0003DMG400002187	-	1	0
OK	1-to-1	g01688	Sotub11g017490.1.1	PGSC0003DMG400002188	1	1
OK	1-to-1	g01689	Sotub11g017500.1.1	PGSC0003DMG400002189	1	1
OK	1-to-1	g01690	Sotub11g017510.1.1	PGSC0003DMG400002190	1	1
OK	1-to-1	g01691	Sotub11g017530.1.1	PGSC0003DMG400002191	1	1
OK	singleton	g01692	PGSC0003DMG400002193	-	1	0
OK	1-to-1	g01693	Sotub02g006960.1.1	PGSC0003DMG400002196	1	1
OK	singleton	g01694	PGSC0003DMG400002198	-	1	0
OK	1-to-1	g01695	Sotub08g015410.1.1	PGSC0003DMG400002199	1	1
OK	1-to-1	g01696	Sotub08g015420.1.1	PGSC0003DMG400002200	1	1
OK	1-to-1	g01697	Sotub08g015430.1.1	PGSC0003DMG400002201	1	1
OK	1-to-1	g01698	Sotub08g015460.1.1	PGSC0003DMG400002202	1	1
OK	1-to-1	g01699	PGSC0003DMG400002203	Sotub08g015470.1.1	1	1
OK	1-to-1	g01700	Sotub08g015480.1.1	PGSC0003DMG400002204	1	1
OK	1-to-1	g01701	Sotub08g015330.1.1	PGSC0003DMG400002205	1	1
OK	1-to-1	g01702	Sotub08g015340.1.1	PGSC0003DMG400002206	1	1
OK	1-to-1	g01703	Sotub08g015400.1.1	PGSC0003DMG400002208	1	1
OK	1-to-1	g01704	Sotub08g015440.1.1	PGSC0003DMG400002209	1	1
OK	1-to-1	g01705	Sotub08g015450.1.1	PGSC0003DMG400002210	1	1
OK	1-to-1	g01706	PGSC0003DMG400002212	Sotub04g016700.1.1	1	1
OK	1-to-1	g01707	Sotub04g016680.1.1	PGSC0003DMG400002213	1	1
OK	singleton	g01708	PGSC0003DMG400002215	-	1	0
OK	singleton	g01709	PGSC0003DMG400002216	-	1	0
OK	many-to-1	g01710	Sotub04g016660.1.1|Sotub04g016670.1.1	PGSC0003DMG400002217	2	1
OK	1-to-1	g01711	PGSC0003DMG400002219	Sotub04g017200.1.1	1	1
OK	singleton	g01712	PGSC0003DMG400002220	-	1	0
OK	1-to-1	g01713	Sotub04g017210.1.1	PGSC0003DMG400002221	1	1
OK	1-to-1	g01714	Sotub04g017190.1.1	PGSC0003DMG400002222	1	1
OK	singleton	g01715	PGSC0003DMG400002223	-	1	0
OK	1-to-1	g01716	Sotub08g016270.1.1	PGSC0003DMG400002225	1	1
OK	many-to-1	g01717	Sotub08g016280.1.1|Sotub08g016290.1.1	PGSC0003DMG400002226	2	1
OK	1-to-1	g01718	Sotub08g016310.1.1	PGSC0003DMG400002227	1	1
OK	1-to-1	g01719	Sotub08g016350.1.1	PGSC0003DMG400002228	1	1
OK	1-to-1	g01720	Sotub08g016260.1.1	PGSC0003DMG400002231	1	1
OK	1-to-1	g01721	Sotub08g016320.1.1	PGSC0003DMG400002233	1	1
OK	1-to-1	g01722	PGSC0003DMG400002234	Sotub08g016380.1.1	1	1
OK	1-to-1	g01723	Sotub08g016410.1.1	PGSC0003DMG400002235	1	1
OK	1-to-1	g01724	Sotub08g016420.1.1	PGSC0003DMG400002236	1	1
OK	1-to-1	g01725	Sotub08g016430.1.1	PGSC0003DMG400002237	1	1
OK	singleton	g01726	PGSC0003DMG400002238	-	1	0
OK	1-to-1	g01727	Sotub12g014210.1.1	PGSC0003DMG400002239	1	1
OK	1-to-1	g01728	Sotub12g014240.1.1	PGSC0003DMG400002241	1	1
OK	singleton	g01729	PGSC0003DMG400002243	-	1	0
FIXED	1-to-many	g01730.1	Sotub12g014200.1.1	PGSC0003DMG401002240|PGSC0003DMG402002240	1	2
FIXED	singleton	g01730.2	PGSC0003DMG400002246	-	1	0
OK	singleton	g01731	PGSC0003DMG400002247	-	1	0
OK	1-to-1	g01732	Sotub05g019330.1.1	PGSC0003DMG400002248	1	1
OK	1-to-1	g01733	Sotub05g019340.1.1	PGSC0003DMG400002249	1	1
OK	1-to-1	g01734	Sotub05g019360.1.1	PGSC0003DMG400002250	1	1
OK	singleton	g01735	PGSC0003DMG400002251	-	1	0
OK	singleton	g01736	PGSC0003DMG400002253	-	1	0
OK	singleton	g01737	PGSC0003DMG400002254	-	1	0
OK	1-to-1	g01738	Sotub08g016130.1.1	PGSC0003DMG400002255	1	1
OK	singleton	g01739	PGSC0003DMG400002256	-	1	0
OK	singleton	g01740	PGSC0003DMG400002257	-	1	0
OK	singleton	g01741	PGSC0003DMG400002258	-	1	0
OK	singleton	g01742	PGSC0003DMG400002259	-	1	0
OK	1-to-1	g01743	Sotub08g016150.1.1	PGSC0003DMG400002260	1	1
OK	1-to-1	g01744	Sotub08g016090.1.1	PGSC0003DMG400002261	1	1
OK	singleton	g01745	PGSC0003DMG400002263	-	1	0
OK	singleton	g01746	PGSC0003DMG400002264	-	1	0
OK	singleton	g01747	PGSC0003DMG400002266	-	1	0
OK	1-to-1	g01748	Sotub06g011570.1.1	PGSC0003DMG400002267	1	1
OK	1-to-1	g01749	Sotub06g011590.1.1	PGSC0003DMG400002268	1	1
OK	1-to-1	g01750	Sotub08g005130.1.1	PGSC0003DMG400002271	1	1
OK	1-to-1	g01751	Sotub08g005000.1.1	PGSC0003DMG400002272	1	1
OK	singleton	g01752	PGSC0003DMG400002273	-	1	0
OK	1-to-1	g01753	Sotub08g005020.1.1	PGSC0003DMG400002274	1	1
OK	many-to-1	g01754	Sotub08g005040.1.1|Sotub08g005050.1.1	PGSC0003DMG400002275	2	1
OK	1-to-1	g01755	PGSC0003DMG400002276	Sotub08g005070.1.1	1	1
OK	many-to-1	g01756	Sotub08g005080.1.1|Sotub08g005090.1.1	PGSC0003DMG400002277	2	1
OK	1-to-1	g01757	Sotub08g005110.1.1	PGSC0003DMG400002278	1	1
OK	1-to-1	g01758	Sotub08g005010.1.1	PGSC0003DMG400002279	1	1
OK	1-to-1	g01759	Sotub12g016280.1.1	PGSC0003DMG400002280	1	1
OK	singleton	g01760	PGSC0003DMG400002281	-	1	0
OK	singleton	g01761	PGSC0003DMG400002282	-	1	0
OK	singleton	g01762	PGSC0003DMG400002285	-	1	0
OK	singleton	g01763	PGSC0003DMG400002286	-	1	0
OK	singleton	g01764	PGSC0003DMG400002287	-	1	0
OK	singleton	g01765	PGSC0003DMG400002288	-	1	0
OK	singleton	g01766	PGSC0003DMG400002289	-	1	0
OK	singleton	g01767	PGSC0003DMG400002290	-	1	0
OK	singleton	g01768	PGSC0003DMG400002291	-	1	0
OK	singleton	g01769	PGSC0003DMG400002292	-	1	0
OK	singleton	g01770	PGSC0003DMG400002293	-	1	0
OK	singleton	g01771	PGSC0003DMG400002296	-	1	0
OK	singleton	g01772	PGSC0003DMG400002298	-	1	0
OK	1-to-1	g01773	PGSC0003DMG400002300	Sotub07g010650.1.1	1	1
OK	1-to-many	g01774	PGSC0003DMG400002301	PGSC0003DMG400002302|Sotub07g010620.1.1|Sotub07g010630.1.1	1	3
OK	1-to-1	g01775	Sotub07g010600.1.1	PGSC0003DMG400002303	1	1
OK	singleton	g01776	PGSC0003DMG400002304	-	1	0
OK	singleton	g01777	PGSC0003DMG400002307	-	1	0
OK	1-to-1	g01778	Sotub12g013810.1.1	PGSC0003DMG400002309	1	1
OK	singleton	g01779	PGSC0003DMG400002310	-	1	0
OK	1-to-1	g01780	Sotub12g013820.1.1	PGSC0003DMG400002312	1	1
OK	1-to-1	g01781	Sotub12g013800.1.1	PGSC0003DMG400002313	1	1
OK	singleton	g01782	PGSC0003DMG400002314	-	1	0
OK	singleton	g01783	PGSC0003DMG400002315	-	1	0
OK	singleton	g01784	PGSC0003DMG400002317	-	1	0
OK	1-to-1	g01785	Sotub09g018200.1.1	PGSC0003DMG400002318	1	1
OK	1-to-1	g01786	Sotub07g013920.1.1	PGSC0003DMG400002319	1	1
OK	singleton	g01787	PGSC0003DMG400002320	-	1	0
OK	1-to-1	g01788	Sotub07g013910.1.1	PGSC0003DMG400002321	1	1
OK	1-to-1	g01789	Sotub02g005430.1.1	PGSC0003DMG400002323	1	1
OK	1-to-1	g01790	Sotub02g005420.1.1	PGSC0003DMG400002324	1	1
OK	1-to-1	g01791	Sotub05g020810.1.1	PGSC0003DMG400002327	1	1
OK	1-to-1	g01792	Sotub05g020800.1.1	PGSC0003DMG400002328	1	1
OK	singleton	g01793	PGSC0003DMG400002330	-	1	0
OK	singleton	g01794	PGSC0003DMG400002332	-	1	0
OK	1-to-1	g01795	PGSC0003DMG400002333	Sotub09g018160.1.1	1	1
OK	singleton	g01796	PGSC0003DMG400002334	-	1	0
OK	1-to-1	g01797	Sotub01g010830.1.1	PGSC0003DMG400002336	1	1
OK	1-to-1	g01798	Sotub01g010850.1.1	PGSC0003DMG400002337	1	1
OK	1-to-1	g01799	PGSC0003DMG400002338	Sotub01g010820.1.1	1	1
OK	1-to-1	g01800	Sotub06g016220.1.1	PGSC0003DMG400002350	1	1
OK	1-to-1	g01801	Sotub06g016180.1.1	PGSC0003DMG400002351	1	1
OK	1-to-1	g01802	Sotub06g016170.1.1	PGSC0003DMG400002352	1	1
OK	many-to-1	g01803	PGSC0003DMG400002353|PGSC0003DMG400019613	Sotub06g016160.1.1	2	1
OK	many-to-1	g01804	PGSC0003DMG400002354|PGSC0003DMG400028891	Sotub06g016240.1.1	2	1
OK	1-to-1	g01805	Sotub06g016210.1.1	PGSC0003DMG400002355	1	1
OK	1-to-1	g01806	Sotub06g016200.1.1	PGSC0003DMG400002356	1	1
OK	many-to-1	g01807	PGSC0003DMG400002357|PGSC0003DMG400041802	Sotub05g020460.1.1	2	1
OK	1-to-1	g01808	PGSC0003DMG400002358	Sotub05g020440.1.1	1	1
OK	1-to-1	g01809	Sotub05g020420.1.1	PGSC0003DMG400002359	1	1
OK	1-to-1	g01810	Sotub05g020390.1.1	PGSC0003DMG400002360	1	1
OK	many-to-1	g01811	Sotub05g020370.1.1|Sotub05g020380.1.1	PGSC0003DMG400002362	2	1
OK	singleton	g01812	PGSC0003DMG400002364	-	1	0
OK	singleton	g01813	PGSC0003DMG400002366	-	1	0
OK	1-to-1	g01814	Sotub12g017330.1.1	PGSC0003DMG400002367	1	1
OK	1-to-1	g01815	Sotub09g016060.1.1	PGSC0003DMG400002370	1	1
OK	singleton	g01816	PGSC0003DMG400002371	-	1	0
OK	1-to-1	g01817	Sotub09g016030.1.1	PGSC0003DMG400002373	1	1
OK	singleton	g01818	PGSC0003DMG400002374	-	1	0
OK	1-to-1	g01819	Sotub09g016050.1.1	PGSC0003DMG400002375	1	1
OK	1-to-1	g01820	Sotub06g015470.1.1	PGSC0003DMG400002376	1	1
OK	singleton	g01821	PGSC0003DMG400002380	-	1	0
OK	1-to-1	g01822	PGSC0003DMG400002381	Sotub06g015480.1.1	1	1
OK	singleton	g01823	PGSC0003DMG400002382	-	1	0
OK	1-to-1	g01824	Sotub09g016990.1.1	PGSC0003DMG400002383	1	1
OK	singleton	g01825	PGSC0003DMG400002384	-	1	0
OK	singleton	g01826	PGSC0003DMG400002385	-	1	0
OK	1-to-1	g01827	Sotub04g024070.1.1	PGSC0003DMG400002386	1	1
OK	many-to-1	g01828	Sotub04g024100.1.1|Sotub04g024110.1.1	PGSC0003DMG400002387	2	1
OK	1-to-1	g01829	Sotub04g024080.1.1	PGSC0003DMG400002388	1	1
OK	1-to-1	g01830	Sotub07g016410.1.1	PGSC0003DMG400002389	1	1
OK	1-to-1	g01831	Sotub07g016370.1.1	PGSC0003DMG400002390	1	1
OK	1-to-1	g01832	Sotub07g016360.1.1	PGSC0003DMG400002391	1	1
OK	1-to-1	g01833	Sotub07g016400.1.1	PGSC0003DMG400002392	1	1
OK	1-to-1	g01834	PGSC0003DMG400002394	Sotub08g021950.1.1	1	1
OK	1-to-1	g01835	Sotub08g021990.1.1	PGSC0003DMG400002396	1	1
OK	1-to-1	g01836	Sotub08g021960.1.1	PGSC0003DMG400002398	1	1
OK	1-to-1	g01837	Sotub08g021940.1.1	PGSC0003DMG400002399	1	1
OK	singleton	g01838	PGSC0003DMG400002400	-	1	0
OK	1-to-1	g01839	Sotub07g008890.1.1	PGSC0003DMG400002401	1	1
OK	1-to-1	g01840	Sotub01g013770.1.1	PGSC0003DMG400002403	1	1
OK	many-to-1	g01841	PGSC0003DMG400002405|PGSC0003DMG400002406	Sotub06g006720.1.1	2	1
OK	singleton	g01842	PGSC0003DMG400002407	-	1	0
OK	1-to-1	g01843	Sotub06g006710.1.1	PGSC0003DMG400002408	1	1
OK	1-to-1	g01844	Sotub01g013880.1.1	PGSC0003DMG400002411	1	1
OK	singleton	g01845	PGSC0003DMG400002415	-	1	0
OK	singleton	g01846	PGSC0003DMG400002416	-	1	0
OK	1-to-1	g01847	Sotub10g018020.1.1	PGSC0003DMG400002417	1	1
OK	1-to-1	g01848	Sotub07g015380.1.1	PGSC0003DMG400002420	1	1
OK	1-to-1	g01849	Sotub07g015390.1.1	PGSC0003DMG400002422	1	1
OK	1-to-1	g01850	Sotub07g015410.1.1	PGSC0003DMG400002423	1	1
OK	1-to-1	g01851	Sotub06g011800.1.1	PGSC0003DMG400002426	1	1
OK	1-to-1	g01852	Sotub06g011770.1.1	PGSC0003DMG400002427	1	1
OK	singleton	g01853	PGSC0003DMG400002432	-	1	0
OK	1-to-1	g01854	Sotub08g011020.1.1	PGSC0003DMG400002433	1	1
OK	singleton	g01855	PGSC0003DMG400002435	-	1	0
OK	singleton	g01856	PGSC0003DMG400002436	-	1	0
OK	singleton	g01857	PGSC0003DMG400002438	-	1	0
OK	singleton	g01858	PGSC0003DMG400002440	-	1	0
OK	1-to-1	g01859	Sotub04g013430.1.1	PGSC0003DMG400002445	1	1
OK	1-to-1	g01860	Sotub03g009870.1.1	PGSC0003DMG400002447	1	1
OK	many-to-1	g01861	Sotub03g009880.1.1|PGSC0003DMG400024379	PGSC0003DMG400002448	2	1
OK	1-to-1	g01862	Sotub03g009890.1.1	PGSC0003DMG400002449	1	1
OK	singleton	g01863	PGSC0003DMG400002452	-	1	0
OK	singleton	g01864	PGSC0003DMG400002453	-	1	0
OK	singleton	g01865	PGSC0003DMG400002454	-	1	0
OK	singleton	g01866	PGSC0003DMG400002461	-	1	0
OK	1-to-1	g01867	Sotub07g023740.1.1	PGSC0003DMG400002462	1	1
OK	1-to-1	g01868	Sotub06g012560.1.1	PGSC0003DMG400002463	1	1
OK	1-to-1	g01869	Sotub06g012550.1.1	PGSC0003DMG400002464	1	1
OK	1-to-1	g01870	PGSC0003DMG400002466	Sotub06g012540.1.1	1	1
OK	1-to-1	g01871	Sotub01g017050.1.1	PGSC0003DMG400002471	1	1
FIXED	1-to-1	g01872.1	Sotub01g017080.1.1	PGSC0003DMG400002472	1	1
FIXED	1-to-many	g01872.2	PGSC0003DMG400003335	Sotub01g019590.1.1|Sotub01g019600.1.1	1	2
OK	1-to-1	g01873	Sotub03g034940.1.1	PGSC0003DMG400002481	1	1
OK	1-to-1	g01874	Sotub03g034950.1.1	PGSC0003DMG400002482	1	1
OK	1-to-1	g01875	Sotub03g034970.1.1	PGSC0003DMG400002483	1	1
OK	1-to-1	g01876	Sotub03g034990.1.1	PGSC0003DMG400002484	1	1
OK	1-to-1	g01877	Sotub03g035000.1.1	PGSC0003DMG400002485	1	1
OK	1-to-1	g01878	Sotub03g035020.1.1	PGSC0003DMG400002486	1	1
OK	1-to-1	g01879	Sotub03g035030.1.1	PGSC0003DMG400002487	1	1
OK	1-to-1	g01880	Sotub03g035070.1.1	PGSC0003DMG400002488	1	1
OK	1-to-1	g01881	Sotub03g035090.1.1	PGSC0003DMG400002489	1	1
OK	1-to-1	g01882	Sotub03g035150.1.1	PGSC0003DMG400002490	1	1
OK	1-to-1	g01883	Sotub03g035170.1.1	PGSC0003DMG400002491	1	1
OK	1-to-1	g01884	Sotub03g035180.1.1	PGSC0003DMG400002492	1	1
OK	many-to-1	g01885	Sotub03g035230.1.1|Sotub03g035250.1.1	PGSC0003DMG400002493	2	1
OK	1-to-1	g01886	Sotub03g035280.1.1	PGSC0003DMG400002494	1	1
OK	1-to-1	g01887	Sotub03g035290.1.1	PGSC0003DMG400002495	1	1
OK	1-to-1	g01888	Sotub03g035340.1.1	PGSC0003DMG400002497	1	1
OK	1-to-1	g01889	PGSC0003DMG400002498	Sotub03g035370.1.1	1	1
OK	1-to-1	g01890	Sotub03g035380.1.1	PGSC0003DMG400002499	1	1
OK	1-to-1	g01891	Sotub03g035420.1.1	PGSC0003DMG400002500	1	1
OK	1-to-1	g01892	Sotub03g035440.1.1	PGSC0003DMG400002502	1	1
OK	1-to-1	g01893	Sotub03g035450.1.1	PGSC0003DMG400002503	1	1
OK	1-to-1	g01894	Sotub03g035480.1.1	PGSC0003DMG400002504	1	1
OK	1-to-1	g01895	Sotub03g035490.1.1	PGSC0003DMG400002505	1	1
OK	1-to-1	g01896	PGSC0003DMG400002506	Sotub03g035560.1.1	1	1
OK	1-to-1	g01897	Sotub03g035570.1.1	PGSC0003DMG400002507	1	1
OK	1-to-1	g01898	PGSC0003DMG400002508	Sotub03g035590.1.1	1	1
OK	1-to-1	g01899	Sotub03g035600.1.1	PGSC0003DMG400002509	1	1
OK	1-to-1	g01900	Sotub03g035680.1.1	PGSC0003DMG400002512	1	1
OK	1-to-1	g01901	Sotub03g035700.1.1	PGSC0003DMG400002513	1	1
OK	1-to-1	g01902	Sotub03g035740.1.1	PGSC0003DMG400002515	1	1
OK	singleton	g01903	PGSC0003DMG400002517	-	1	0
OK	1-to-1	g01904	Sotub03g035780.1.1	PGSC0003DMG400002518	1	1
OK	1-to-1	g01905	Sotub03g035790.1.1	PGSC0003DMG400002519	1	1
OK	1-to-1	g01906	Sotub03g035800.1.1	PGSC0003DMG400002520	1	1
OK	1-to-1	g01907	Sotub03g035840.1.1	PGSC0003DMG400002521	1	1
OK	1-to-1	g01908	Sotub03g035850.1.1	PGSC0003DMG400002522	1	1
OK	1-to-1	g01909	Sotub03g035860.1.1	PGSC0003DMG400002523	1	1
OK	1-to-1	g01910	Sotub03g035870.1.1	PGSC0003DMG400002524	1	1
OK	1-to-1	g01911	Sotub03g035890.1.1	PGSC0003DMG400002525	1	1
OK	1-to-1	g01912	Sotub03g035910.1.1	PGSC0003DMG400002526	1	1
OK	1-to-1	g01913	PGSC0003DMG400002527	Sotub03g035930.1.1	1	1
OK	1-to-1	g01914	Sotub03g035990.1.1	PGSC0003DMG400002528	1	1
OK	1-to-1	g01915	Sotub03g036020.1.1	PGSC0003DMG400002529	1	1
OK	1-to-1	g01916	Sotub03g036040.1.1	PGSC0003DMG400002530	1	1
OK	1-to-1	g01917	Sotub03g036090.1.1	PGSC0003DMG400002531	1	1
OK	many-to-1	g01918	PGSC0003DMG400002533|PGSC0003DMG400002534	Sotub03g036110.1.1	2	1
OK	1-to-1	g01919	Sotub03g036120.1.1	PGSC0003DMG400002535	1	1
OK	1-to-1	g01920	Sotub03g036130.1.1	PGSC0003DMG400002536	1	1
OK	1-to-1	g01921	Sotub03g036140.1.1	PGSC0003DMG400002537	1	1
OK	1-to-1	g01922	Sotub03g036180.1.1	PGSC0003DMG400002539	1	1
OK	1-to-1	g01923	Sotub03g036210.1.1	PGSC0003DMG400002541	1	1
OK	1-to-1	g01924	Sotub03g036260.1.1	PGSC0003DMG400002544	1	1
OK	1-to-1	g01925	Sotub03g036300.1.1	PGSC0003DMG400002545	1	1
OK	1-to-1	g01926	Sotub03g036340.1.1	PGSC0003DMG400002546	1	1
OK	1-to-1	g01927	Sotub03g036360.1.1	PGSC0003DMG400002547	1	1
OK	1-to-1	g01928	Sotub03g036520.1.1	PGSC0003DMG400002549	1	1
OK	1-to-1	g01929	Sotub03g036530.1.1	PGSC0003DMG400002550	1	1
OK	many-to-many	g01930	PGSC0003DMG400002552|PGSC0003DMG401002553	PGSC0003DMG402002553|Sotub03g036560.1.1	2	2
OK	1-to-1	g01931	PGSC0003DMG400002554	Sotub03g036580.1.1	1	1
OK	many-to-1	g01932	PGSC0003DMG400002555|PGSC0003DMG400002556	Sotub03g036600.1.1	2	1
OK	1-to-1	g01933	Sotub03g036620.1.1	PGSC0003DMG400002558	1	1
OK	1-to-1	g01934	Sotub03g036630.1.1	PGSC0003DMG400002559	1	1
OK	1-to-1	g01935	Sotub03g036710.1.1	PGSC0003DMG400002560	1	1
OK	1-to-1	g01936	Sotub03g036720.1.1	PGSC0003DMG400002561	1	1
OK	1-to-1	g01937	Sotub03g036730.1.1	PGSC0003DMG400002562	1	1
OK	many-to-1	g01938	Sotub03g036790.1.1|Sotub03g036800.1.1	PGSC0003DMG400002563	2	1
OK	1-to-1	g01939	Sotub03g036820.1.1	PGSC0003DMG400002564	1	1
OK	1-to-1	g01940	Sotub03g036830.1.1	PGSC0003DMG400002565	1	1
OK	1-to-1	g01941	Sotub03g036850.1.1	PGSC0003DMG400002566	1	1
OK	many-to-1	g01942	PGSC0003DMG400002567|PGSC0003DMG400022906	Sotub03g034910.1.1	2	1
OK	1-to-1	g01943	Sotub03g034930.1.1	PGSC0003DMG400002568	1	1
OK	1-to-1	g01944	Sotub03g034960.1.1	PGSC0003DMG400002570	1	1
OK	1-to-1	g01945	Sotub03g035040.1.1	PGSC0003DMG400002572	1	1
OK	1-to-1	g01946	Sotub03g035050.1.1	PGSC0003DMG400002573	1	1
OK	1-to-1	g01947	Sotub03g035060.1.1	PGSC0003DMG400002574	1	1
OK	1-to-1	g01948	Sotub03g035080.1.1	PGSC0003DMG400002575	1	1
OK	1-to-1	g01949	Sotub03g035100.1.1	PGSC0003DMG400002576	1	1
OK	1-to-1	g01950	Sotub03g035120.1.1	PGSC0003DMG400002577	1	1
OK	1-to-1	g01951	Sotub03g035130.1.1	PGSC0003DMG400002578	1	1
OK	1-to-1	g01952	Sotub03g035140.1.1	PGSC0003DMG400002579	1	1
OK	1-to-1	g01953	Sotub03g035200.1.1	PGSC0003DMG400002580	1	1
OK	1-to-1	g01954	Sotub03g035210.1.1	PGSC0003DMG400002581	1	1
OK	1-to-1	g01955	Sotub03g035220.1.1	PGSC0003DMG400002582	1	1
OK	1-to-1	g01956	Sotub03g035270.1.1	PGSC0003DMG400002583	1	1
OK	1-to-1	g01957	Sotub03g035300.1.1	PGSC0003DMG400002584	1	1
OK	1-to-1	g01958	PGSC0003DMG400002585	Sotub03g035310.1.1	1	1
OK	1-to-1	g01959	Sotub03g035330.1.1	PGSC0003DMG400002586	1	1
OK	1-to-1	g01960	Sotub03g035350.1.1	PGSC0003DMG400002587	1	1
OK	1-to-1	g01961	Sotub03g035390.1.1	PGSC0003DMG400002589	1	1
OK	1-to-1	g01962	Sotub03g035400.1.1	PGSC0003DMG400002590	1	1
OK	1-to-1	g01963	Sotub03g035410.1.1	PGSC0003DMG400002591	1	1
OK	1-to-1	g01964	Sotub03g035460.1.1	PGSC0003DMG400002592	1	1
OK	1-to-1	g01965	Sotub03g035500.1.1	PGSC0003DMG400002593	1	1
OK	singleton	g01966	PGSC0003DMG400002595	-	1	0
OK	1-to-1	g01967	Sotub03g035610.1.1	PGSC0003DMG400002596	1	1
OK	1-to-1	g01968	Sotub03g035640.1.1	PGSC0003DMG400002597	1	1
OK	1-to-1	g01969	Sotub03g035650.1.1	PGSC0003DMG400002598	1	1
OK	many-to-many	g01970	PGSC0003DMG402002599|PGSC0003DMG400002600	PGSC0003DMG402002511|Sotub03g035670.1.1	2	2
OK	1-to-1	g01971	Sotub03g035690.1.1	PGSC0003DMG400002601	1	1
OK	1-to-1	g01972	Sotub03g035750.1.1	PGSC0003DMG400002602	1	1
OK	1-to-1	g01973	PGSC0003DMG400002603	Sotub03g035760.1.1	1	1
OK	singleton	g01974	PGSC0003DMG400002605	-	1	0
OK	1-to-1	g01975	Sotub03g035880.1.1	PGSC0003DMG400002607	1	1
OK	1-to-1	g01976	Sotub03g035900.1.1	PGSC0003DMG400002608	1	1
OK	1-to-many	g01977	PGSC0003DMG400002609	PGSC0003DMG400002648|Sotub03g035920.1.1	1	2
OK	singleton	g01978	PGSC0003DMG400002611	-	1	0
OK	1-to-1	g01979	Sotub03g035970.1.1	PGSC0003DMG400002612	1	1
OK	1-to-1	g01980	Sotub03g035980.1.1	PGSC0003DMG400002613	1	1
OK	1-to-1	g01981	Sotub03g036010.1.1	PGSC0003DMG400002614	1	1
OK	1-to-1	g01982	Sotub03g036030.1.1	PGSC0003DMG400002615	1	1
OK	1-to-1	g01983	Sotub03g036050.1.1	PGSC0003DMG400002616	1	1
OK	1-to-1	g01984	Sotub03g036070.1.1	PGSC0003DMG400002618	1	1
OK	1-to-1	g01985	PGSC0003DMG400002619	Sotub03g036080.1.1	1	1
OK	1-to-1	g01986	Sotub03g036150.1.1	PGSC0003DMG400002620	1	1
OK	1-to-1	g01987	PGSC0003DMG400002621	Sotub03g036220.1.1	1	1
OK	1-to-1	g01988	Sotub03g036270.1.1	PGSC0003DMG400002622	1	1
OK	1-to-1	g01989	Sotub03g036290.1.1	PGSC0003DMG400002624	1	1
OK	1-to-1	g01990	Sotub03g036350.1.1	PGSC0003DMG400002626	1	1
OK	1-to-1	g01991	Sotub03g036370.1.1	PGSC0003DMG400002627	1	1
OK	1-to-1	g01992	Sotub03g036480.1.1	PGSC0003DMG400002629	1	1
OK	1-to-1	g01993	Sotub03g036490.1.1	PGSC0003DMG400002630	1	1
OK	many-to-1	g01994	Sotub03g036500.1.1|Sotub03g036510.1.1	PGSC0003DMG400002631	2	1
OK	1-to-1	g01995	Sotub03g036540.1.1	PGSC0003DMG400002632	1	1
